学校ID,学校名称,年份,录取批次,招生类型,专业组,选科要求,最低分,最低位次,专业名称,专业最低分,专业最低位次,数据来源URL
30,北京工业大学北京朝阳区,2025,本科批,普通类,专业组（501）,首选物理，再选化学,587,13605,,,,https://www.gaokao.cn/school/30/provinceline?fromcoop=bdkp
30,北京工业大学北京朝阳区,2025,本科批,中外合作办学,专业组（502）,首选物理，再选化学,592,11791,,,,https://www.gaokao.cn/school/30/provinceline?fromcoop=bdkp
30,北京工业大学北京朝阳区,2025,本科批,国家专项,专业组（561）,首选物理，再选化学,563,26025,,,,https://www.gaokao.cn/school/30/provinceline?fromcoop=bdkp
30,北京工业大学北京朝阳区,,,,,首选物理，再选化学,,,软件工程（中外合作办学）（外语成绩不低于：110分）,595,10679,https://www.gaokao.cn/school/30/provinceline?fromcoop=bdkp
30,北京工业大学北京朝阳区,,,,,首选物理，再选化学,,,数字媒体技术,593,11195,https://www.gaokao.cn/school/30/provinceline?fromcoop=bdkp
30,北京工业大学北京朝阳区,,,,,首选物理，再选化学,,,物联网工程（中外合作办学）（外语成绩不低于：110分）,592,11791,https://www.gaokao.cn/school/30/provinceline?fromcoop=bdkp
30,北京工业大学北京朝阳区,,,,,首选物理，再选化学,,,建筑学（不招色盲、色弱考生）,587,13605,https://www.gaokao.cn/school/30/provinceline?fromcoop=bdkp
30,北京工业大学北京朝阳区,,,,,首选物理，再选化学,,,土木类（国家专项）（土木工程、给排水科学与工程、建筑环境与能源应用工程）（不招色盲考生）,563,26025,https://www.gaokao.cn/school/30/provinceline?fromcoop=bdkp
31,北京大学北京海淀区,2025,本科批,普通类,专业组（501）,首选物理，再选化学,673,52,,,,https://www.gaokao.cn/school/31/provinceline?fromcoop=bdkp
31,北京大学北京海淀区,2025,本科批,国家专项,专业组（562）,首选物理，再选化学,664,185,,,,https://www.gaokao.cn/school/31/provinceline?fromcoop=bdkp
31,北京大学北京海淀区,2025,本科批,国家专项,专业组（561）,首选物理，再选不限,661,256,,,,https://www.gaokao.cn/school/31/provinceline?fromcoop=bdkp
31,北京大学北京海淀区,,,,,首选物理，再选化学,,,理科试验班类（元培）（数学类、物理学类、地球物理学类、计算机类、电子信息类）,684,7,https://www.gaokao.cn/school/31/provinceline?fromcoop=bdkp
31,北京大学北京海淀区,,,,,首选物理，再选化学,,,计算机类（计算机科学与技术、智能科学与技术）,677,29,https://www.gaokao.cn/school/31/provinceline?fromcoop=bdkp
31,北京大学北京海淀区,,,,,首选物理，再选化学,,,数学类（数学与应用数学（数学）、数学与应用数学（概率统计）、数学与应用数学（科学与工程计算）、数学与应用数学（信息科学）、数学与应用数学（金融））,676,33,https://www.gaokao.cn/school/31/provinceline?fromcoop=bdkp
31,北京大学北京海淀区,,,,,首选物理，再选化学,,,物理学类（物理学、大气科学（大气与海洋））,673,49,https://www.gaokao.cn/school/31/provinceline?fromcoop=bdkp
31,北京大学北京海淀区,,,,,首选物理，再选化学,,,电子信息类（电子信息科学与技术、微电子科学与工程）,673,48,https://www.gaokao.cn/school/31/provinceline?fromcoop=bdkp
32,内蒙古大学内蒙古呼和浩特市,2025,本科批,普通类,专业组（503）,首选物理，再选不限,577,18278,,,,https://www.gaokao.cn/school/32/provinceline?fromcoop=bdkp
32,内蒙古大学内蒙古呼和浩特市,2025,本科批,普通类,专业组（505）,首选物理，再选化学,570,21883,,,,https://www.gaokao.cn/school/32/provinceline?fromcoop=bdkp
32,内蒙古大学内蒙古呼和浩特市,2025,本科批,普通类,专业组（501）,首选物理，再选不限,565,24535,,,,https://www.gaokao.cn/school/32/provinceline?fromcoop=bdkp
32,内蒙古大学内蒙古呼和浩特市,2025,本科批,普通类,专业组（502）,首选物理，再选化学,563,25790,,,,https://www.gaokao.cn/school/32/provinceline?fromcoop=bdkp
32,内蒙古大学内蒙古呼和浩特市,2025,本科批,普通类,专业组（504）,首选物理，再选化学,561,27409,,,,https://www.gaokao.cn/school/32/provinceline?fromcoop=bdkp
32,内蒙古大学内蒙古呼和浩特市,,,,,首选物理，再选不限,,,会计学（内蒙古自治区呼和浩特市）（不能准确识别红、黄、绿、蓝、紫各种颜色中任何一种颜色的导线、按键、信号灯、几何图形者不予录取）,577,18278,https://www.gaokao.cn/school/32/provinceline?fromcoop=bdkp
32,内蒙古大学内蒙古呼和浩特市,,,,,首选物理，再选化学,,,电子科学与技术（内蒙古自治区呼和浩特市）,575,19353,https://www.gaokao.cn/school/32/provinceline?fromcoop=bdkp
32,内蒙古大学内蒙古呼和浩特市,,,,,首选物理，再选化学,,,数学与应用数学（内蒙古自治区呼和浩特市）,574,19650,https://www.gaokao.cn/school/32/provinceline?fromcoop=bdkp
32,内蒙古大学内蒙古呼和浩特市,,,,,首选物理，再选化学,,,电子信息类（内蒙古自治区呼和浩特市）（通信工程、电子信息科学与技术、自动化）,572,20977,https://www.gaokao.cn/school/32/provinceline?fromcoop=bdkp
32,内蒙古大学内蒙古呼和浩特市,,,,,首选物理，再选化学,,,物理学类（内蒙古自治区呼和浩特市）（物理学、应用物理学）,571,21530,https://www.gaokao.cn/school/32/provinceline?fromcoop=bdkp
33,大连海事大学辽宁大连市,2025,本科批,普通类,专业组（503）,首选物理，再选化学,580,16848,,,,https://www.gaokao.cn/school/33/provinceline?fromcoop=bdkp
33,大连海事大学辽宁大连市,2025,本科批,普通类,专业组（502）,首选物理，再选不限,570,21768,,,,https://www.gaokao.cn/school/33/provinceline?fromcoop=bdkp
33,大连海事大学辽宁大连市,2025,本科提前批,普通类,专业组（501）,首选物理，再选化学,568,23330,,,,https://www.gaokao.cn/school/33/provinceline?fromcoop=bdkp
33,大连海事大学辽宁大连市,2025,高校专项计划批,高校专项计划,专业组（506）,首选物理，再选化学,574,20026,,,,https://www.gaokao.cn/school/33/provinceline?fromcoop=bdkp
33,大连海事大学辽宁大连市,2025,高校专项计划批,高校专项计划,专业组（505）,首选物理，再选不限,571,21654,,,,https://www.gaokao.cn/school/33/provinceline?fromcoop=bdkp
33,大连海事大学辽宁大连市,,,,,首选物理，再选化学,,,自动化类（自动化、电气工程及其自动化、测控技术与仪器）,592,11724,https://www.gaokao.cn/school/33/provinceline?fromcoop=bdkp
33,大连海事大学辽宁大连市,,,,,首选物理，再选化学,,,计算机类（计算机科学与技术、软件工程、数据科学与大数据技术、网络工程、智能科学与技术）,589,13003,https://www.gaokao.cn/school/33/provinceline?fromcoop=bdkp
33,大连海事大学辽宁大连市,,,,,首选物理，再选化学,,,电子信息类（电子信息工程、电子信息科学与技术、通信工程、光电信息科学与工程）,585,14514,https://www.gaokao.cn/school/33/provinceline?fromcoop=bdkp
33,大连海事大学辽宁大连市,,,,,首选物理，再选化学,,,物联网工程,583,15491,https://www.gaokao.cn/school/33/provinceline?fromcoop=bdkp
33,大连海事大学辽宁大连市,,,,,首选物理，再选化学,,,机械类（机械设计制造及其自动化、船舶与海洋工程、能源与动力工程、救助与打捞工程（海洋智能装备））,581,16161,https://www.gaokao.cn/school/33/provinceline?fromcoop=bdkp
34,哈尔滨工业大学黑龙江哈尔滨市,2025,本科批,普通类,专业组（503）,首选物理，再选化学,658,326,,,,https://www.gaokao.cn/school/34/provinceline?fromcoop=bdkp
34,哈尔滨工业大学黑龙江哈尔滨市,2025,本科批,普通类,专业组（504）,首选物理，再选化学,651,566,,,,https://www.gaokao.cn/school/34/provinceline?fromcoop=bdkp
34,哈尔滨工业大学黑龙江哈尔滨市,2025,本科批,国家专项,专业组（561）,首选物理，再选化学,612,5443,,,,https://www.gaokao.cn/school/34/provinceline?fromcoop=bdkp
34,哈尔滨工业大学黑龙江哈尔滨市,2025,本科批,中外合作办学,专业组（505）,首选物理，再选化学,610,6070,,,,https://www.gaokao.cn/school/34/provinceline?fromcoop=bdkp
34,哈尔滨工业大学黑龙江哈尔滨市,2025,本科批,中外合作办学,专业组（506）,首选物理，再选化学,607,6783,,,,https://www.gaokao.cn/school/34/provinceline?fromcoop=bdkp
34,哈尔滨工业大学黑龙江哈尔滨市,,,,,首选物理，再选化学,,,工科试验班（黑龙江省哈尔滨市）（尖班）（自动化、人工智能、复合材料与工程、工程力学、材料科学与工程、机械设计制造及其自动化、机器人工程、飞行器制造工程、环境工程、精密仪器、测控技术与仪器、智能材料与结构、智能装备与系统、土木工程）（院士相关研究领域专业任选。院士与学生2年双重画像互选，培养方式详见学校招生官网）,658,326,https://www.gaokao.cn/school/34/provinceline?fromcoop=bdkp
34,哈尔滨工业大学黑龙江哈尔滨市,,,,,首选物理，再选化学,,,工科试验班（黑龙江省哈尔滨市）（院士特色班）（通信工程、电子信息工程、信息对抗技术、智能科学与技术、自动化、智能装备与系统、飞行器设计与工程、复合材料与工程、工程力学、智能材料与结构、材料科学与工程、焊接技术与工程、飞行器制造工程、机器人工程、机械设计制造及其自动化、智能制造工程、仿生科学与工程）（含永坦班、善义班、小卫星班、智能机器人班，院士担任班主任，相关领域内专业任选）,653,468,https://www.gaokao.cn/school/34/provinceline?fromcoop=bdkp
34,哈尔滨工业大学黑龙江哈尔滨市,,,,,首选物理，再选化学,,,工科试验班（黑龙江省哈尔滨市）（自主智能系统院士特色班）（自动化、人工智能、探测制导与控制技术、智能装备与系统、机器人工程）（院士担任班主任，培养地点：哈尔滨+上海（夏季学期））,653,482,https://www.gaokao.cn/school/34/provinceline?fromcoop=bdkp
34,哈尔滨工业大学黑龙江哈尔滨市,,,,,首选物理，再选化学,,,工科试验班（黑龙江省哈尔滨市）（AI院士特色班）（人工智能）（院士担任班主任，培养地点第1年校本部，后3年深圳校区）,653,476,https://www.gaokao.cn/school/34/provinceline?fromcoop=bdkp
34,哈尔滨工业大学黑龙江哈尔滨市,,,,,首选物理，再选化学,,,工科试验班（黑龙江省哈尔滨市）（未来技术拔尖班）（自动化、人工智能、计算机科学与技术、通信工程、电子信息工程、飞行器设计与工程、机器人工程、焊接技术与工程、电气工程及其自动化、复合材料与工程、智能材料与结构、集成电路设计与集成系统、微电子科学与工程、智能视觉工程、探测制导与控制技术、智能装备与系统、信息对抗技术、智能科学与技术、机械设计制造及其自动化、飞行器制造工程、智能制造工程、仿生科学与工程、光电信息材料与器件、飞行器动力工程、精密仪器、智能感知工程、测控技术与仪器、软件工程）（校本部理工专业任选，未来技术学院培养、书院制管理，采用“一生一策’拔尖培养）,651,566,https://www.gaokao.cn/school/34/provinceline?fromcoop=bdkp
35,云南大学云南昆明市,2025,本科批,普通类,专业组（504）,首选物理，再选化学、生物(2科必选),585,14471,,,,https://www.gaokao.cn/school/35/provinceline?fromcoop=bdkp
35,云南大学云南昆明市,2025,本科批,普通类,专业组（502）,首选物理，再选化学,572,20838,,,,https://www.gaokao.cn/school/35/provinceline?fromcoop=bdkp
35,云南大学云南昆明市,2025,本科批,普通类,专业组（506）,首选物理，再选思想政治,566,24479,,,,https://www.gaokao.cn/school/35/provinceline?fromcoop=bdkp
35,云南大学云南昆明市,2025,本科批,普通类,专业组（501）,首选物理，再选不限,564,25475,,,,https://www.gaokao.cn/school/35/provinceline?fromcoop=bdkp
35,云南大学云南昆明市,2025,本科批,普通类,专业组（507）,首选物理，再选地理,541,42167,,,,https://www.gaokao.cn/school/35/provinceline?fromcoop=bdkp
35,云南大学云南昆明市,,,,,首选物理，再选化学、生物(2科必选),,,计算机科学与技术,593,11300,https://www.gaokao.cn/school/35/provinceline?fromcoop=bdkp
35,云南大学云南昆明市,,,,,首选物理，再选化学、生物(2科必选),,,软件工程（第三、四学年学费12000元/年）,593,11328,https://www.gaokao.cn/school/35/provinceline?fromcoop=bdkp
35,云南大学云南昆明市,,,,,首选物理，再选化学、生物(2科必选),,,智能科学与技术,592,11546,https://www.gaokao.cn/school/35/provinceline?fromcoop=bdkp
35,云南大学云南昆明市,,,,,首选物理，再选化学、生物(2科必选),,,数据科学与大数据技术,591,12118,https://www.gaokao.cn/school/35/provinceline?fromcoop=bdkp
35,云南大学云南昆明市,,,,,首选物理，再选化学、生物(2科必选),,,电子信息工程,587,13726,https://www.gaokao.cn/school/35/provinceline?fromcoop=bdkp
36,长安大学陕西西安市,2025,本科批,普通类,专业组（502）,首选物理，再选化学,579,17462,,,,https://www.gaokao.cn/school/36/provinceline?fromcoop=bdkp
36,长安大学陕西西安市,2025,本科批,普通类,专业组（501）,首选物理，再选不限,567,23864,,,,https://www.gaokao.cn/school/36/provinceline?fromcoop=bdkp
36,长安大学陕西西安市,2025,本科批,国家专项,专业组（562）,首选物理，再选化学,566,24068,,,,https://www.gaokao.cn/school/36/provinceline?fromcoop=bdkp
36,长安大学陕西西安市,2025,本科批,中外合作办学,专业组（503）,首选物理，再选化学,566,23955,,,,https://www.gaokao.cn/school/36/provinceline?fromcoop=bdkp
36,长安大学陕西西安市,2025,本科批,国家专项,专业组（561）,首选物理，再选不限,553,32930,,,,https://www.gaokao.cn/school/36/provinceline?fromcoop=bdkp
36,长安大学陕西西安市,,,,,首选物理，再选化学,,,电气工程及其自动化,599,9084,https://www.gaokao.cn/school/36/provinceline?fromcoop=bdkp
36,长安大学陕西西安市,,,,,首选物理，再选化学,,,工科试验班（智能车辆长安学堂计划）（智能车辆工程）,598,9416,https://www.gaokao.cn/school/36/provinceline?fromcoop=bdkp
36,长安大学陕西西安市,,,,,首选物理，再选化学,,,自动化类（自动化、机器人工程）,597,9944,https://www.gaokao.cn/school/36/provinceline?fromcoop=bdkp
36,长安大学陕西西安市,,,,,首选物理，再选化学,,,工科试验班（计算机长安学堂计划）（计算机科学与技术）,597,9731,https://www.gaokao.cn/school/36/provinceline?fromcoop=bdkp
36,长安大学陕西西安市,,,,,首选物理，再选化学,,,工科试验班（华为班）（道路桥梁与渡河工程、交通工程、交通运输、车辆工程、物流工程）,597,9866,https://www.gaokao.cn/school/36/provinceline?fromcoop=bdkp
37,西北大学陕西西安市,2025,本科批,普通类,专业组（502）,首选物理，再选化学,594,10929,,,,https://www.gaokao.cn/school/37/provinceline?fromcoop=bdkp
37,西北大学陕西西安市,2025,本科批,普通类,专业组（501）,首选物理，再选不限,582,16114,,,,https://www.gaokao.cn/school/37/provinceline?fromcoop=bdkp
37,西北大学陕西西安市,2025,本科批,普通类,专业组（503）,首选物理，再选化学,572,20739,,,,https://www.gaokao.cn/school/37/provinceline?fromcoop=bdkp
37,西北大学陕西西安市,,,,,首选物理，再选化学,,,临床医学,594,10929,https://www.gaokao.cn/school/37/provinceline?fromcoop=bdkp
37,西北大学陕西西安市,,,,,首选物理，再选化学,,,化学（国家拔尖学生培养基地）,589,12785,https://www.gaokao.cn/school/37/provinceline?fromcoop=bdkp
37,西北大学陕西西安市,,,,,首选物理，再选不限,,,经济学（数理经济实验班）,583,15280,https://www.gaokao.cn/school/37/provinceline?fromcoop=bdkp
37,西北大学陕西西安市,,,,,首选物理，再选不限,,,信息管理与信息系统（数据科学与智能管理方向）,582,16114,https://www.gaokao.cn/school/37/provinceline?fromcoop=bdkp
37,西北大学陕西西安市,,,,,首选物理，再选化学,,,计算机类（计算机科学与技术、物联网工程、软件工程）,581,16193,https://www.gaokao.cn/school/37/provinceline?fromcoop=bdkp
38,北京交通大学北京海淀区,2025,本科批,普通类,专业组（501）,首选物理，再选化学,622,3391,,,,https://www.gaokao.cn/school/38/provinceline?fromcoop=bdkp
38,北京交通大学北京海淀区,2025,本科批,普通类,专业组（502）,首选物理，再选化学,620,3706,,,,https://www.gaokao.cn/school/38/provinceline?fromcoop=bdkp
38,北京交通大学北京海淀区,2025,本科批,普通类,专业组（503）,首选物理，再选化学,611,5892,,,,https://www.gaokao.cn/school/38/provinceline?fromcoop=bdkp
38,北京交通大学北京海淀区,2025,本科批,国家专项,专业组（562）,首选物理，再选不限,587,13760,,,,https://www.gaokao.cn/school/38/provinceline?fromcoop=bdkp
38,北京交通大学北京海淀区,2025,本科批,国家专项,专业组（561）,首选物理，再选不限,578,17591,,,,https://www.gaokao.cn/school/38/provinceline?fromcoop=bdkp
38,北京交通大学北京海淀区,,,,,首选物理，再选化学,,,理科试验班类（詹天佑试点班信息类）（通信工程、计算机科学与技术、信息安全）（特殊培养方案，详见学校招生网站）,622,3391,https://www.gaokao.cn/school/38/provinceline?fromcoop=bdkp
38,北京交通大学北京海淀区,,,,,首选物理，再选化学,,,理科试验班类（詹天佑试点班智能类）（轨道交通信号与控制、交通运输、测控技术与仪器、电气工程及其自动化）（特殊培养方案，详见学校招生网站）,620,3706,https://www.gaokao.cn/school/38/provinceline?fromcoop=bdkp
38,北京交通大学北京海淀区,,,,,首选物理，再选化学,,,计算机类（计算机科学与技术、计算机科学与技术（铁路信息技术）、物联网工程、数据科学与大数据技术（数据智能）、人工智能、人工智能（智能系统与应用）、软件工程（国家级特色化示范性软件学院）、数据科学与大数据技术、信息安全、保密技术（技术、管理双学位项目））（软件工程三、四年级学费为1.6万元）,613,5246,https://www.gaokao.cn/school/38/provinceline?fromcoop=bdkp
38,北京交通大学北京海淀区,,,,,首选物理，再选化学,,,交通运输类（交通运输（铁道运输）、交通运输（城市轨道交通）、交通运输（高铁运营管理）、交通运输（民航运输）、交通工程、智能运输工程、物流工程、电子商务）,613,5393,https://www.gaokao.cn/school/38/provinceline?fromcoop=bdkp
38,北京交通大学北京海淀区,,,,,首选物理，再选化学,,,自动化类（智能系统与智能制造）（轨道交通信号与控制、自动化、智能装备与系统、机器人工程、智能制造工程、智能车辆工程、测控技术与仪器）,611,5892,https://www.gaokao.cn/school/38/provinceline?fromcoop=bdkp
39,北京外国语大学北京海淀区,2025,本科批,普通类,专业组（503）,首选物理，再选化学,614,5018,,,,https://www.gaokao.cn/school/39/provinceline?fromcoop=bdkp
39,北京外国语大学北京海淀区,2025,本科批,普通类,专业组（502）,首选物理，再选不限,599,9063,,,,https://www.gaokao.cn/school/39/provinceline?fromcoop=bdkp
39,北京外国语大学北京海淀区,2025,本科批,普通类,专业组（504）,首选物理，再选思想政治,595,10496,,,,https://www.gaokao.cn/school/39/provinceline?fromcoop=bdkp
39,北京外国语大学北京海淀区,2025,本科提前批,综合评价,专业组（501）,首选物理，再选不限,592,11496,,,,https://www.gaokao.cn/school/39/provinceline?fromcoop=bdkp
39,北京外国语大学北京海淀区,2025,高校专项计划批,高校专项计划,专业组（505）,首选物理，再选不限,591,12269,,,,https://www.gaokao.cn/school/39/provinceline?fromcoop=bdkp
39,北京外国语大学北京海淀区,,,,,首选物理，再选化学,,,计算机科学与技术（数智技术）,614,5018,https://www.gaokao.cn/school/39/provinceline?fromcoop=bdkp
39,北京外国语大学北京海淀区,,,,,首选物理，再选不限,,,英语（北京理工大学信息管理与系统专业联培）（外语语种要求：英语）,601,8633,https://www.gaokao.cn/school/39/provinceline?fromcoop=bdkp
39,北京外国语大学北京海淀区,,,,,首选物理，再选不限,,,工商管理类（工商管理、会计学、电子商务（数字化运营与创新）、国际商务）,599,9063,https://www.gaokao.cn/school/39/provinceline?fromcoop=bdkp
39,北京外国语大学北京海淀区,,,,,首选物理，再选思想政治,,,外交学,595,10496,https://www.gaokao.cn/school/39/provinceline?fromcoop=bdkp
39,北京外国语大学北京海淀区,,,,,首选物理，再选不限,,,信息管理与信息系统（国家专项）（商务智能）,579,17076,https://www.gaokao.cn/school/39/provinceline?fromcoop=bdkp
40,中央音乐学院北京西城区,2023,提前本科批,普通类,333/-,,录取率,,,,,https://www.gaokao.cn/school/40/provinceline?fromcoop=bdkp
40,中央音乐学院北京西城区,,,,,,,,作曲与作曲技术理论,333,-,https://www.gaokao.cn/school/40/provinceline?fromcoop=bdkp
40,中央音乐学院北京西城区,,,,,,,,音乐表演,333,-,https://www.gaokao.cn/school/40/provinceline?fromcoop=bdkp
41,河北工业大学天津北辰区,2025,本科批,普通类,专业组（503）,首选物理，再选化学,581,16543,,,,https://www.gaokao.cn/school/41/provinceline?fromcoop=bdkp
41,河北工业大学天津北辰区,2025,本科批,普通类,专业组（502）,首选物理，再选化学,577,18458,,,,https://www.gaokao.cn/school/41/provinceline?fromcoop=bdkp
41,河北工业大学天津北辰区,2025,本科批,普通类,专业组（501）,首选物理，再选不限,566,24460,,,,https://www.gaokao.cn/school/41/provinceline?fromcoop=bdkp
41,河北工业大学天津北辰区,,,,,首选物理，再选化学,,,电气工程及其自动化,597,9724,https://www.gaokao.cn/school/41/provinceline?fromcoop=bdkp
41,河北工业大学天津北辰区,,,,,首选物理，再选化学,,,计算机科学与技术（单色识别不全不予录取）,587,13552,https://www.gaokao.cn/school/41/provinceline?fromcoop=bdkp
41,河北工业大学天津北辰区,,,,,首选物理，再选化学,,,通信工程,585,14786,https://www.gaokao.cn/school/41/provinceline?fromcoop=bdkp
41,河北工业大学天津北辰区,,,,,首选物理，再选化学,,,人工智能,585,14483,https://www.gaokao.cn/school/41/provinceline?fromcoop=bdkp
41,河北工业大学天津北辰区,,,,,首选物理，再选化学,,,应用物理学（色盲不予录取）,584,14906,https://www.gaokao.cn/school/41/provinceline?fromcoop=bdkp
42,武汉大学湖北武汉市,2025,本科批,普通类,专业组（502）,首选物理，再选化学,640,1254,,,,https://www.gaokao.cn/school/42/provinceline?fromcoop=bdkp
42,武汉大学湖北武汉市,2025,本科批,普通类,专业组（503）,首选物理，再选化学,631,2148,,,,https://www.gaokao.cn/school/42/provinceline?fromcoop=bdkp
42,武汉大学湖北武汉市,2025,本科批,普通类,专业组（504）,首选物理，再选化学,628,2557,,,,https://www.gaokao.cn/school/42/provinceline?fromcoop=bdkp
42,武汉大学湖北武汉市,2025,本科批,普通类,专业组（501）,首选物理，再选不限,628,2519,,,,https://www.gaokao.cn/school/42/provinceline?fromcoop=bdkp
42,武汉大学湖北武汉市,2025,本科批,普通类,专业组（505）,首选物理，再选化学,618,4295,,,,https://www.gaokao.cn/school/42/provinceline?fromcoop=bdkp
42,武汉大学湖北武汉市,,,,,首选物理，再选化学,,,计算机科学与技术（雷军班）（多元化培养）,662,228,https://www.gaokao.cn/school/42/provinceline?fromcoop=bdkp
42,武汉大学湖北武汉市,,,,,首选物理，再选化学,,,人工智能（自强班）,657,355,https://www.gaokao.cn/school/42/provinceline?fromcoop=bdkp
42,武汉大学湖北武汉市,,,,,首选物理，再选化学,,,口腔医学（八年医）,651,543,https://www.gaokao.cn/school/42/provinceline?fromcoop=bdkp
42,武汉大学湖北武汉市,,,,,首选物理，再选化学,,,软件工程（特软班）,647,729,https://www.gaokao.cn/school/42/provinceline?fromcoop=bdkp
42,武汉大学湖北武汉市,,,,,首选物理，再选化学,,,理科试验班（弘毅学堂）（数学与应用数学、物理学、化学、生物科学、智能制造工程、电气工程及其自动化、遥感科学与技术、数字经济）（含未来科技试验班（可全校任选专业，医学长学制除外）、数智经济试验班、健康科技试验班、智能制造与集成电路试验班、碳中和经济管理创新班，以及文科试验班（弘毅学堂）对应的各试验班）,641,1161,https://www.gaokao.cn/school/42/provinceline?fromcoop=bdkp
43,北京林业大学北京海淀区,2025,本科批,普通类,专业组（503）,首选物理，再选化学,590,12446,,,,https://www.gaokao.cn/school/43/provinceline?fromcoop=bdkp
43,北京林业大学北京海淀区,2025,本科批,普通类,专业组（507）,首选物理，再选地理,581,16493,,,,https://www.gaokao.cn/school/43/provinceline?fromcoop=bdkp
43,北京林业大学北京海淀区,2025,本科批,普通类,专业组（506）,首选物理，再选生物,578,17923,,,,https://www.gaokao.cn/school/43/provinceline?fromcoop=bdkp
43,北京林业大学北京海淀区,2025,本科批,普通类,专业组（504）,首选物理，再选化学,576,18886,,,,https://www.gaokao.cn/school/43/provinceline?fromcoop=bdkp
43,北京林业大学北京海淀区,2025,本科批,普通类,专业组（502）,首选物理，再选不限,574,19732,,,,https://www.gaokao.cn/school/43/provinceline?fromcoop=bdkp
43,北京林业大学北京海淀区,,,,,首选物理，再选化学,,,林学类（梁希实验班）（林学、森林保护）,602,8168,https://www.gaokao.cn/school/43/provinceline?fromcoop=bdkp
43,北京林业大学北京海淀区,,,,,首选物理，再选化学,,,电子信息科学与技术,597,9848,https://www.gaokao.cn/school/43/provinceline?fromcoop=bdkp
43,北京林业大学北京海淀区,,,,,首选物理，再选化学,,,自动化,595,10739,https://www.gaokao.cn/school/43/provinceline?fromcoop=bdkp
43,北京林业大学北京海淀区,,,,,首选物理，再选化学,,,电气工程及其自动化,595,10537,https://www.gaokao.cn/school/43/provinceline?fromcoop=bdkp
